,Closest Match,Medicine Name,Active Ingredients,Product Number,List of Excipients,Dosage Form,Formulated compound SMILES,Parent compound SMILES,Parent ChEMBL ID
208,BRIVARACETAM,Briviact (in Italy: Nubriveo),['BRIVARACETAM'],EMEA/H/C/003898,"['TITANIUM DIOXIDE', 'LACTOSE MONOHYDRATE', 'BETADEX', 'LACTOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'POLYVINYL ALCOHOL', 'TALC', 'IRON OXIDE', 'CROSCARMELLOSE SODIUM']",Tablet,CCC[C@@H]1CC(=O)N(C1)[C@@H](CC)C(=O)N,CCC[C@@H]1CC(=O)N([C@@H](CC)C(N)=O)C1,CHEMBL607400
209,BRIVARACETAM,Briviact (in Italy: Nubriveo),['BRIVARACETAM'],EMEA/H/C/003898,"['SUCRALOSE', 'METHYLPARAHYDROXYBENZOATE', 'WATER', 'SORBITOL', 'FLAVOUR', 'SODIUM CITRATE', 'GLYCEROL', 'CITRIC ACID', 'CARMELLOSE SODIUM']",Solution,CCC[C@@H]1CC(=O)N(C1)[C@@H](CC)C(=O)N,CCC[C@@H]1CC(=O)N([C@@H](CC)C(N)=O)C1,CHEMBL607400
210,BEXAROTENE,Targretin,['BEXAROTENE'],EMEA/H/C/000326,"['TITANIUM DIOXIDE', 'POLYSORBATE', 'GELATIN', 'MANNITOL', 'POLYVINYL ACETATE PHTHALATE', 'WATER', 'PROPYLENE GLYCOL', 'PRINTING INK', 'POLYETHYLENE GLYCOL', 'POVIDONE', 'SORBITOL', 'SORBITAN', 'ISOPROPYL ALCOHOL', 'AMMONIUM HYDROXIDE', 'IRON OXIDE', 'BUTYLHYDROXYANISOLE', 'GLYCEROL']",Soft Capsule,CC1=CC2=C(C=C1C(=C)C3=CC=C(C=C3)C(=O)O)C(CCC2(C)C)(C)C,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,CHEMBL1023
211,REPAGLINIDE,Repaglinide Accord,['REPAGLINIDE'],EMEA/H/C/002318,"['MICROCRYSTALLINE CELLULOSE', 'MAGNESIUM STEARATE', 'POVIDONE', 'CALCIUM HYDROGEN PHOSPHATE', 'POLOXAMER', 'IRON OXIDE', 'GLYCEROL', 'MEGLUMINE', 'MAIZE STARCH']",Tablet,CCOC1=C(C=CC(=C1)CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,CHEMBL1272
212,EFAVIRENZ,Atripla,"['EFAVIRENZ', 'EMTRICITABINE', 'TENOFOVIR DISOPROXIL FUMARATE']",EMEA/H/C/000797,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'POLYVINYL ALCOHOL', 'TALC', 'HYDROXYPROPYLCELLULOSE', 'IRON OXIDE', 'SODIUM LAURIL SULFATE', 'CROSCARMELLOSE SODIUM']",Tablet,C1CC1C#C[C@]2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,CHEMBL223228
213,EMTRICITABINE,Atripla,"['EFAVIRENZ', 'EMTRICITABINE', 'TENOFOVIR DISOPROXIL FUMARATE']",EMEA/H/C/000797,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'POLYVINYL ALCOHOL', 'TALC', 'HYDROXYPROPYLCELLULOSE', 'IRON OXIDE', 'SODIUM LAURIL SULFATE', 'CROSCARMELLOSE SODIUM']",Tablet,C1[C@H](O[C@H](S1)CO)N2C=C(C(=NC2=O)N)F,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,CHEMBL885
214,TENOFOVIR DISOPROXIL MALEATE,Atripla,"['EFAVIRENZ', 'EMTRICITABINE', 'TENOFOVIR DISOPROXIL FUMARATE']",EMEA/H/C/000797,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'POLYVINYL ALCOHOL', 'TALC', 'HYDROXYPROPYLCELLULOSE', 'IRON OXIDE', 'SODIUM LAURIL SULFATE', 'CROSCARMELLOSE SODIUM']",Tablet,C[C@H](CN1C=NC2=C(N=CN=C21)N)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C.C(=C\C(=O)O)\C(=O)O,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C,CHEMBL1538
215,PANTOPRAZOLE SODIUM SESQUIHYDRATE,Pantoloc Control,['PANTOPRAZOLE'],EMEA/H/C/001100,"['TITANIUM DIOXIDE', 'MANNITOL', 'SODIUM CARBONATE', 'METHACRYLIC ACID AND ETHYL ACRYLATE CO-POLYMERS', 'POLYSORBATE', 'SHELLAC', 'CALCIUM STEARATE', 'HYPROMELLOSE', 'PRINTING INK', 'AMMONIA', 'POVIDONE', 'TRIETHYL CITRATE', 'IRON OXIDE', 'PROPYLENE GLYCOL', 'SODIUM LAURIL SULFATE', 'CROSPOVIDONE']",Gastro-Resistant Tablet,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C([N-]2)C=CC(=C3)OC(F)F)OC.COC1=C(C(=NC=C1)CS(=O)C2=NC3=C([N-]2)C=CC(=C3)OC(F)F)OC.O.O.O.[Na+].[Na+],COc1ccnc(CS(=O)c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,CHEMBL1502
216,PIOGLITAZONE HYDROCHLORIDE,Pioglitazone Accord,['PIOGLITAZONE HYDROCHLORIDE'],EMEA/H/C/002277,"['HYDROXYPROPYLCELLULOSE', 'CARMELLOSE CALCIUM', 'LACTOSE MONOHYDRATE', 'MAGNESIUM STEARATE']",Tablet,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3.Cl,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,CHEMBL595
217,MEMANTINE HYDROCHLORIDE,Memantine Accord,['MEMANTINE HYDROCHLORIDE'],EMEA/H/C/002766,"['TITANIUM DIOXIDE', 'POLYSORBATE', 'MICROCRYSTALLINE CELLULOSE', 'LACTOSE MONOHYDRATE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'IRON OXIDE', 'SILICON DIOXIDE, ANHYDROUS', 'CROSPOVIDONE']",Tablet,CC12CC3CC(C1)(CC(C3)(C2)N)C.Cl,CC12CC3CC(C)(C1)CC(N)(C3)C2,CHEMBL807
218,OLANZAPINE,Zyprexa,['OLANZAPINE'],EMEA/H/C/000115,"['MICROCRYSTALLINE CELLULOSE', 'LACTOSE MONOHYDRATE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'COLOUR MIXTURE', 'HYDROXYPROPYLCELLULOSE', 'IRON OXIDE', 'CARNAUBA WAX', 'CROSPOVIDONE']",Tablet,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,CHEMBL715
219,NINTEDANIB ESILATE,Vargatef,['NINTEDANIB'],EMEA/H/C/002569,"['TITANIUM DIOXIDE', 'GELATIN', 'LECITHIN', 'SHELLAC', 'HARD FAT', 'PRINTING INK', 'MEDIUM CHAIN TRIGLYCERIDES', 'IRON OXIDE', 'PROPYLENE GLYCOL', 'GLYCEROL']",Soft Capsule,CCS(=O)(=O)O.CN1CCN(CC1)CC(=O)N(C)C2=CC=C(C=C2)N/C(=C\3/C4=C(C=C(C=C4)C(=O)OC)NC3=O)/C5=CC=CC=C5,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,CHEMBL502835
220,MEMANTINE HYDROCHLORIDE,Ebixa,['MEMANTINE HYDROCHLORIDE'],EMEA/H/C/000463,"['POTASSIUM SORBATE', 'WATER', 'SORBITOL']",Solution,CC12CC3CC(C1)(CC(C3)(C2)N)C.Cl,CC12CC3CC(C)(C1)CC(N)(C3)C2,CHEMBL807
221,MEMANTINE HYDROCHLORIDE,Ebixa,['MEMANTINE HYDROCHLORIDE'],EMEA/H/C/000463,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'IRON OXIDE', 'SILICON DIOXIDE, ANHYDROUS', 'CROSCARMELLOSE SODIUM']",Tablet,CC12CC3CC(C1)(CC(C3)(C2)N)C.Cl,CC12CC3CC(C)(C1)CC(N)(C3)C2,CHEMBL807
222,DULOXETINE HYDROCHLORIDE,Yentreve,['DULOXETINE HYDROCHLORIDE'],EMEA/H/C/000545,"['TITANIUM DIOXIDE', 'GELATIN', 'SHELLAC', 'HYPROMELLOSE ACETATE SUCCINATE', 'HYPROMELLOSE', 'PRINTING INK', 'SUCROSE', 'IRON OXIDE', 'PROPYLENE GLYCOL', 'SODIUM LAURIL SULFATE', 'INDIGO CARMINE', 'TALC', 'TRIETHYL CITRATE']",Gastro-Resistant Hard Capsule,CNCC[C@@H](C1=CC=CS1)OC2=CC=CC3=CC=CC=C32.Cl,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,CHEMBL1175
223,DULOXETINE HYDROCHLORIDE,Duloxetine Lilly,['DULOXETINE'],EMEA/H/C/004000,"['TITANIUM DIOXIDE', 'GELATIN', 'SHELLAC', 'HYPROMELLOSE ACETATE SUCCINATE', 'HYPROMELLOSE', 'PRINTING INK', 'SUCROSE', 'POVIDONE', 'IRON OXIDE', 'PROPYLENE GLYCOL', 'SODIUM LAURIL SULFATE', 'INDIGO CARMINE', 'TALC', 'TRIETHYL CITRATE']",Gastro-Resistant Hard Capsule,CNCC[C@@H](C1=CC=CS1)OC2=CC=CC3=CC=CC=C32.Cl,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,CHEMBL1175
224,IVABRADINE HYDROCHLORIDE,Corlentor,['IVABRADINE HYDROCHLORIDE'],EMEA/H/C/000598,"['MALTODEXTRIN', 'TITANIUM DIOXIDE', 'GLYCEROL', 'LACTOSE MONOHYDRATE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'IRON OXIDE', 'SILICON DIOXIDE, ANHYDROUS', 'MAIZE STARCH']",Tablet,CN(CCCN1CCC2=CC(=C(C=C2CC1=O)OC)OC)C[C@H]3CC4=CC(=C(C=C34)OC)OC.Cl,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2,CHEMBL471737
225,IVABRADINE HYDROCHLORIDE,Procoralan,['IVABRADINE HYDROCHLORIDE'],EMEA/H/C/000597,"['MALTODEXTRIN', 'TITANIUM DIOXIDE', 'GLYCEROL', 'LACTOSE MONOHYDRATE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'IRON OXIDE', 'SILICON DIOXIDE, ANHYDROUS', 'MAIZE STARCH']",Tablet,CN(CCCN1CCC2=CC(=C(C=C2CC1=O)OC)OC)C[C@H]3CC4=CC(=C(C=C34)OC)OC.Cl,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2,CHEMBL471737
226,REPAGLINIDE,Repaglinide Teva,['REPAGLINIDE'],EMEA/H/C/001067,"['MICROCRYSTALLINE CELLULOSE', 'MAGNESIUM STEARATE', 'POVIDONE', 'CALCIUM HYDROGEN PHOSPHATE', 'POLOXAMER', 'IRON OXIDE', 'POLACRILIN POTASSIUM', 'SILICON DIOXIDE, ANHYDROUS', 'MEGLUMINE', 'MAIZE STARCH']",Tablet,CCOC1=C(C=CC(=C1)CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,CHEMBL1272
227,LENALIDOMIDE HYDROCHLORIDE MONOHYDRATE,Lenalidomide Krka d.d. Novo mesto (previously Lenalidomide Krka),['LENALIDOMIDE HYDROCHLORIDE MONOHYDRATE'],EMEA/H/C/005734,"['PREGELATINISED STARCH', 'TITANIUM DIOXIDE', 'MANNITOL', 'GLYCEROL DIBEHENATE', 'MICROCRYSTALLINE CELLULOSE', 'SHELLAC', 'HYPROMELLOSE', 'PRINTING INK', 'POVIDONE', 'CARRAGEENAN', 'TARTARIC ACID', 'IRON OXIDE', 'POTASSIUM CHLORIDE']",Hard Capsule,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N.O.Cl,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,CHEMBL848
228,SUNITINIB,Sunitinib Accord,['SUNITINIB'],EMEA/H/C/005419,"['TITANIUM DIOXIDE', 'MANNITOL', 'GELATIN', 'MICROCRYSTALLINE CELLULOSE', 'SHELLAC', 'MAGNESIUM STEARATE', 'PRINTING INK', 'POVIDONE', 'IRON OXIDE', 'PROPYLENE GLYCOL', 'CROSCARMELLOSE SODIUM']",Hard Capsule,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,CHEMBL535
229,SODIUM PHENYLBUTYRATE,Pheburane,['SODIUM PHENYLBUTYRATE'],EMEA/H/C/002500,"['HYPROMELLOSE', 'SUCROSE', 'POLYETHYLENE GLYCOL', 'POVIDONE', 'ETHYLCELLULOSE', 'MAIZE STARCH']",Granules,C1=CC=C(C=C1)CCCC(=O)[O-].[Na+],O=C(O)CCCc1ccccc1,CHEMBL1469
230,MEMANTINE HYDROCHLORIDE,Marixino (previously Maruxa),['MEMANTINE HYDROCHLORIDE'],EMEA/H/C/002658,"['METHACRYLIC ACID AND ETHYL ACRYLATE CO-POLYMERS', 'POLYSORBATE', 'MICROCRYSTALLINE CELLULOSE', 'SIMETHICONE', 'LACTOSE MONOHYDRATE', 'MAGNESIUM STEARATE', 'GLYCEROL TRIACETATE', 'SILICON DIOXIDE, ANHYDROUS', 'SODIUM LAURIL SULFATE', 'TALC']",Tablet,CC12CC3CC(C1)(CC(C3)(C2)N)C.Cl,CC12CC3CC(C)(C1)CC(N)(C3)C2,CHEMBL807
231,TALAZOPARIB TOSYLATE,Talzenna,['TALAZOPARIB'],EMEA/H/C/004674,"['TITANIUM DIOXIDE', 'SHELLAC', 'HYPROMELLOSE', 'PRINTING INK', 'AMMONIUM HYDROXIDE', 'IRON OXIDE', 'PROPYLENE GLYCOL', 'SILICIFIED MICROCRYSTALLINE CELLULOSE', 'POTASSIUM HYDROXIDE']",Hard Capsule,CC1=CC=C(C=C1)S(=O)(=O)O.CN1C(=NC=N1)[C@@H]2[C@H](NC3=CC(=CC4=C3C2=NNC4=O)F)C5=CC=C(C=C5)F,Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,CHEMBL3137320
232,MARALIXIBAT CHLORIDE,Livmarli,['MARALIXIBAT CHLORIDE'],EMEA/H/C/005857,"['WATER', 'SUCRALOSE', 'FLAVOUR', 'PROPYLENE GLYCOL', 'DISODIUM EDETATE']",Solution,CCCCC1(CS(=O)(=O)C2=C(C=C(C=C2)N(C)C)[C@H]([C@H]1O)C3=CC=C(C=C3)OCC4=CC=C(C=C4)C[N+]56CCN(CC5)CC6)CCCC.[Cl-],CCCCC1(CCCC)CS(=O)(=O)c2ccc(N(C)C)cc2[C@@H](c2ccc(OCc3ccc(C[N+]45CCN(CC4)CC5)cc3)cc2)[C@H]1O,CHEMBL363392
233,AVANAFIL,Spedra,['AVANAFIL'],EMEA/H/C/002581,"['MANNITOL', 'MAGNESIUM STEARATE', 'LOW SUBSTITUTED HYDROXYPROPYL CELLULOSE', 'HYDROXYPROPYLCELLULOSE', 'IRON OXIDE', 'CALCIUM CARBONATE', 'FUMARIC ACID']",Tablet,COC1=C(C=C(C=C1)CNC2=NC(=NC=C2C(=O)NCC3=NC=CC=N3)N4CCC[C@H]4CO)Cl,COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,CHEMBL1963681
234,PRAMIPEXOLE DIHYDROCHLORIDE MONOHYDRATE,Pramipexole Teva,['PRAMIPEXOLE DIHYDROCHLORIDE MONOHYDRATE'],EMEA/H/C/000940,"['MANNITOL', 'MICROCRYSTALLINE CELLULOSE', 'MAGNESIUM STEARATE', 'SODIUM STEARYL FUMARATE', 'POVIDONE', 'SODIUM STARCH GLYCOLATE', 'SILICON DIOXIDE, ANHYDROUS']",Tablet,CCCN[C@H]1CCC2=C(C1)SC(=N2)N.O.Cl.Cl,CCCN[C@H]1CCc2nc(N)sc2C1,CHEMBL301265
235,NALOXEGOL OXALATE,Moventig,['NALOXEGOL OXALATE'],EMEA/H/C/002810,"['TITANIUM DIOXIDE', 'MANNITOL', 'MICROCRYSTALLINE CELLULOSE', 'PROPYL GALLATE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'IRON OXIDE', 'CROSCARMELLOSE SODIUM']",Tablet,COCCOCCOCCOCCOCCOCCOCCO[C@H]1CC[C@]2([C@H]3CC4=C5[C@]2([C@H]1OC5=C(C=C4)O)CCN3CC=C)O.C(=O)(C(=O)O)O,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](OCCOCCOCCOCCOCCOCCOCCOC)CC[C@@]3(O)[C@H]1C5,CHEMBL2219418
236,BEROTRALSTAT DIHYDROCHLORIDE,Orladeyo,['BEROTRALSTAT DIHYDROCHLORIDE'],EMEA/H/C/005138,"['PREGELATINISED STARCH', 'TITANIUM DIOXIDE', 'GELATIN', 'POTASSIUM HYDROXIDE', 'SHELLAC', 'MAGNESIUM STEARATE', 'PRINTING INK', 'IRON OXIDE', 'PROPYLENE GLYCOL', 'SILICON DIOXIDE, ANHYDROUS', 'INDIGO CARMINE', 'CROSPOVIDONE']",Hard Capsule,C1CC1CN[C@@H](C2=CC(=C(C=C2)F)NC(=O)C3=CC(=NN3C4=CC=CC(=C4)CN)C(F)(F)F)C5=CC=CC(=C5)C#N.Cl.Cl,N#Cc1cccc([C@@H](NCC2CC2)c2ccc(F)c(NC(=O)c3cc(C(F)(F)F)nn3-c3cccc(CN)c3)c2)c1,CHEMBL5189739
237,VIGABATRIN,Kigabeq,['VIGABATRIN'],EMEA/H/C/004534,"['MANNITOL', 'SODIUM STEARYL FUMARATE', 'CROSPOVIDONE']",Soluble Tablet,C=CC(CCC(=O)O)N,C=CC(N)CCC(=O)O,CHEMBL89598
238,ENTACAPONE,Entacapone Orion,['ENTACAPONE'],EMEA/H/C/002440,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'POLYVINYL ALCOHOL PART. HYDROLISED', 'LECITHIN', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'POVIDONE', 'TALC', 'IRON OXIDE', 'CROSCARMELLOSE SODIUM']",Tablet,CCN(CC)C(=O)/C(=C/C1=CC(=C(C(=C1)O)O)[N+](=O)[O-])/C#N,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,CHEMBL953
239,SILDENAFIL CITRATE,Sildenafil Actavis,['SILDENAFIL'],EMEA/H/C/001090,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'LACTOSE MONOHYDRATE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'POVIDONE', 'INDIGO CARMINE', 'CROSCARMELLOSE SODIUM']",Tablet,CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,CCCc1nn(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)[nH]c12,CHEMBL192
240,ENTACAPONE,Comtess,['ENTACAPONE'],EMEA/H/C/000170,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'LECITHIN', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'POLYVINYL ALCOHOL', 'POVIDONE', 'TALC', 'IRON OXIDE', 'CROSCARMELLOSE SODIUM']",Tablet,CCN(CC)C(=O)/C(=C/C1=CC(=C(C(=C1)O)O)[N+](=O)[O-])/C#N,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,CHEMBL953
241,MIRABEGRON,Betmiga,['MIRABEGRON'],EMEA/H/C/002388,"['BUTYLHYDROXYTOLUENE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'HYDROXYPROPYLCELLULOSE', 'IRON OXIDE']",Prolonged-Release Tablet,C1=CC=C(C=C1)[C@H](CNCCC2=CC=C(C=C2)NC(=O)CC3=CSC(=N3)N)O,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,CHEMBL2095212
242,MERCAPTAMINE BITARTRATE,Cystagon,['MERCAPTAMINE BITARTRATE'],EMEA/H/C/000125,"['PREGELATINISED STARCH', 'TITANIUM DIOXIDE', 'GELATIN', 'MICROCRYSTALLINE CELLULOSE', 'MAGNESIUM STEARATE', 'IRON OXIDE', 'SILICON DIOXIDE, ANHYDROUS', 'CROSCARMELLOSE SODIUM']",Hard Capsule,C(CS)N.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,NCCS,CHEMBL602
243,RASAGILINE MESILATE,Rasagiline ratiopharm,['RASAGILINE'],EMEA/H/C/003957,"['PREGELATINISED STARCH', 'MANNITOL', 'STEARIC ACID', 'TALC', 'SILICON DIOXIDE, ANHYDROUS', 'MAIZE STARCH']",Tablet,CS(=O)(=O)O.C#CCN[C@@H]1CCC2=CC=CC=C12,C#CCN[C@@H]1CCc2ccccc21,CHEMBL887
244,ISAVUCONAZONIUM SULFATE,Cresemba,['ISAVUCONAZOLE'],EMEA/H/C/002734,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'SHELLAC', 'PROPYLENE GLYCOL', 'HYPROMELLOSE', 'POTASSIUM ACETATE', 'STEARIC ACID', 'PRINTING INK', 'GELLAN GUM', 'IRON OXIDE', 'DISODIUM EDETATE', 'MAGNESIUM CITRATE', 'SILICON DIOXIDE, ANHYDROUS', 'SODIUM LAURIL SULFATE', 'TALC', 'POTASSIUM HYDROXIDE']",Hard Capsule,C[C@@H](C1=NC(=CS1)C2=CC=C(C=C2)C#N)[C@](CN3C=[N+](C=N3)C(C)OC(=O)N(C)C4=C(C=CC=N4)COC(=O)CNC)(C5=C(C=CC(=C5)F)F)O.OS(=O)(=O)[O-],CNCC(=O)OCc1cccnc1N(C)C(=O)OC(C)[n+]1cnn(C[C@](O)(c2cc(F)ccc2F)[C@@H](C)c2nc(-c3ccc(C#N)cc3)cs2)c1,CHEMBL1183349
245,TELMISARTAN,Telmisartan Teva Pharma,['TELMISARTAN'],EMEA/H/C/002511,"['MICROCRYSTALLINE CELLULOSE', 'MAGNESIUM STEARATE', 'POVIDONE', 'SORBITOL', 'POLOXAMER', 'SODIUM STARCH GLYCOLATE', 'MEGLUMINE']",Tablet,CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,CHEMBL1017
246,ENTACAPONE,Comtan,['ENTACAPONE'],EMEA/H/C/000171,"['TITANIUM DIOXIDE', 'MANNITOL', 'POLYSORBATE', 'MICROCRYSTALLINE CELLULOSE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'SUCROSE', 'HYDROGENATED VEGETABLE OIL', 'IRON OXIDE', 'GLYCEROL', 'CROSCARMELLOSE SODIUM']",Tablet,CCN(CC)C(=O)/C(=C/C1=CC(=C(C(=C1)O)O)[N+](=O)[O-])/C#N,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,CHEMBL953
247,TOFACITINIB CITRATE,Xeljanz,['TOFACITINIB'],EMEA/H/C/004214,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'LACTOSE MONOHYDRATE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'GLYCEROL TRIACETATE', 'CROSCARMELLOSE SODIUM']",Tablet,C[C@@H]1CCN(C[C@@H]1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,CHEMBL221959
248,TOFACITINIB CITRATE,Xeljanz,['TOFACITINIB'],EMEA/H/C/004214,"['TITANIUM DIOXIDE', 'SHELLAC', 'CELLULOSE ACETATE', 'MAGNESIUM STEARATE', 'HYPROMELLOSE', 'PRINTING INK', 'HYDROXYETHYLCELLULOSE', 'SORBITOL', 'HYDROXYPROPYLCELLULOSE', 'AMMONIUM HYDROXIDE', 'GLYCEROL TRIACETATE', 'IRON OXIDE', 'PROPYLENE GLYCOL', 'COPOVIDONE']",Prolonged-Release Tablet,C[C@@H]1CCN(C[C@@H]1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,CHEMBL221959
249,TOFACITINIB CITRATE,Xeljanz,['TOFACITINIB'],EMEA/H/C/004214,"['XYLITOL', 'SODIUM BENZOATE', 'LACTIC ACID', 'WATER', 'SUCRALOSE', 'FLAVOUR', 'HYDROCHLORIC ACID', 'PROPYLENE GLYCOL', 'GLYCEROL']",Solution,C[C@@H]1CCN(C[C@@H]1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,CHEMBL221959
250,ENTACAPONE,Entacapone Teva,['ENTACAPONE'],EMEA/H/C/002075,"['PREGELATINISED STARCH', 'TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'LECITHIN', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'POLYVINYL ALCOHOL', 'POVIDONE', 'IRON OXIDE', 'TALC']",Tablet,CCN(CC)C(=O)/C(=C/C1=CC(=C(C(=C1)O)O)[N+](=O)[O-])/C#N,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,CHEMBL953
